Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Reason_Sustainability,Sustainability_exp,Reason_Future,Future_exp,Reason_Upgrade,Upgrade_exp,Reason_Building,Building_exp,Reason_Financial,Financial_exp,Reason_Technology,Technology_exp,Reason_Research,Research_exp,Reason_Planned,Planned_exp,Reason_Replacement,Replacement_exp,Reason_Other,Other_exp,Date_Survey,Name_Survey,House_Type,House_Form_x,House_Env,House_Age_x,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp_x,MCS_SCOP_x,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,HP_NoRec_R1,HP_NoRec_R2,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Date_Installation,Name_Install,HP_Installed_x,HP_Installed_Detail,HP_Brand_x,HP_Model_x,HP_Size_kW_x,HP_Refrigerant_x,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Comment,Included_SPF_analysis,Excluded_SPF_analysis_reason,Postcode,House_Form_y,House_Age_y,HP_Installed_y,HP_Brand_y,HP_Model_y,HP_Size_kW_y,HP_Refrigerant_y,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,MCS_Flow_Temp_y,MCS_SCOP_y,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
Warmworks,EOH2686,KY8,34.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-17T00:00:00.000Z,Owner-Occupied,5.0,C1,4.0,Yes,,No,,No,,No,,Yes,,No,,Yes,,No,,No,,No,,01/06/2021,Warmworks,House,Semi-Detached,Urban,Pre 1919,D,2.0,1.0,2.0,104.43,4.0,3.0,4.0,2.93,Solid_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,2847.0,10768.0,7.0,70.0,11982.0,4075.0,0.0,50.0,3.65,No,No,Yes,Yes,HT_ASHP,,,,,,882.0,14.37,,Yes,,,29/07/2021,TK Murray,HT_ASHP,,Vaillant,VWL 75/6 A 230V S2,7.0,R290,0.0,Water_New,200.0,,1.0,,8.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,11215.17,3572.208,1610.23,2164.6,,,,,,,2.0,0.0,,True,,KY8,Semi-Detached,Pre 1919,HT_ASHP,Vaillant,VWL 75/6 A 230V S2,7.0,R290,2021-07-30T15:54:00.000Z,2023-09-29T00:00:00.000Z,790.34,2021-07-30T15:56:00.000Z,2023-09-28T23:58:00.000Z,790.33,2021-08-20T00:00:00.000Z,2022-08-20T00:00:00.000Z,2.0,0.002,4.376,4.376,4.085,2477.64,10120.48,0.0,0.0,164.89,,0.726,19.89,0.83,31.19,33.21,28.98,32.66,30.26,75.09,True,3e-05,cleaned,0.998,0.998,,,0.998,,412.0,4.345,0.071,4.324,4.345,0.071,4.324,4.151,0.032,4.159,50.0,3.65,True,2022-12-12T00:00:00.000Z,2.829,-3.87,-0.32,-5.95,18.95,19.33,17.87,40.8,115.42,0.0,0.0,0.73,,1.0,1.0,,,1.0,
OVO,EOH2687,GU52,55.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-03T00:00:00.000Z,Owner-Occupied,15.0,AB,4.0,Yes,I have an original boiler from when the house was built in 1995.  I do not want to buy a new gas boiler and a heat pump is the only real viable option.,Yes,"I have undertaken several measures to date - additional loft insulation, solar PV (rent a roof), I actively monitor my energy consumption and a replacement heating system is the last element to future proof my house.",Yes,For standalone houses with no access to district heating or location for biomass boilers then in my opinion a heat pump is the long-term solution in my case,Yes,I am planning to add a ground floor extension to the house.  I had started on this but then has to stop the architect when made redundant.  I will be getting this moving again shortly.,Yes,A retrofit heat pump solution is not a cheap option with a large capital expenditure required.,Yes,As an energy professional I practice what I preach.,Yes,I will be keen to monitor this once installed and to advise / promote the findings.,No,I cannot justify a heat pump with the capital cost as it is currently.  If the cost follows the path trajectory of solar PV and drops over the next 5 or 6 years then it might be come viable to me without a grant.,Yes,The existing gas-fired boiler is 1995 so does need replacing.,No,,16/12/2020,Retrofitworks,House,Detached,Suburban,1991-2000,,2.0,1.0,2.0,100.0,6.0,4.0,6.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,114,0.0,0.0,1.0,No,No,,,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2688,NE15,42.0,Working Part time,Professional,"50,001+",2020-12-21T00:00:00.000Z,Owner-Occupied,8.0,AB,5.0,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2689,NE21,69.0,Working Part time,Clerical,"30,001 - 40,000",2021-04-27T00:00:00.000Z,Owner-Occupied,16.0,C1,3.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,29/04/2021,Phoenix,House,Detached,Urban,1983 - 1990,,3.0,0.0,2.0,128.0,5.0,3.0,9.0,3.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,6.136,76.28,12262.3,3886.0,575.0,49.0,3.39,Yes,No,Yes,Yes,ASHP,,,None Required,12232.97,,811.0,14.3,3.8,Yes,,,09/06/2021,Aaron services,ASHP,,Daikin,EDLQ07CAV3,7.0,R410A,,Water_new,200.0,,1.0,9.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5648.01,1752.0,,3055.06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,True,,NE21,Detached,1983 - 1990,ASHP,Daikin,EDLQ07CAV3,7.0,R410A,2021-06-09T14:24:00.000Z,2023-09-28T23:58:00.000Z,841.4,2021-06-09T14:26:00.000Z,2023-09-28T23:56:00.000Z,841.4,2021-09-14T00:00:00.000Z,2022-09-14T00:00:00.000Z,1.0,0.001,3.01,2.965,2.868,5263.26,14978.75,115.36,0.0,171.95,,-0.38,-11.2,1.13,33.91,36.17,30.36,35.81,32.02,56.68,False,0.0,cleaned,0.998,0.998,0.998,,0.998,,474.0,2.973,0.039,2.975,2.915,0.05,2.911,2.809,0.056,2.806,49.0,3.39,True,2022-12-13T00:00:00.000Z,2.224,-5.52,-2.97,-7.94,18.75,19.8,17.59,51.6,107.62,7.16,0.0,1.28,,1.0,1.0,1.0,,1.0,
Warmworks,EOH2690,EH5,37.0,Working Full time (>30hrs),Professional,"25,001 - 30,000",2020-07-01T00:00:00.000Z,Owner-Occupied,8.0,C1,2.0,Yes,SUSTAINABILITY,Yes,FUTURE,Yes,UPGRADE,No,,No,,No,,No,,No,,No,,No,,22/07/2020,Everwarm,,Flat,Urban,1965-1980,C,1.0,0.0,1.0,72.04,3.0,2.0,3.0,2.5,Cavity_Insulated,Suspended,Another Dwelling Above,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,1608.4,11831.8,4.4,99.0,12009.0,3821.0,0.0,,,No,No,Yes,No,HT_ASHP,,,,,,739.93,15.11,2.91,Yes,,,12/11/2020,Everwarm,HT_ASHP,,Vaillant,VWL 55/6 A 230V S2,5.0,R290,0.0,PCM_New,,7.0,1.0,,6.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,1.0,Yes,No,0.0,0.0,,No,11215.18,3870.96,1610.23,1623.46,,,,,,,2.0,0.0,,False,Less than 1yr usable data,EH5,Flat,1965-1980,HT_ASHP,Vaillant,VWL 55/6 A 230V S2,5.0,R290,2020-11-18T20:46:00.000Z,2023-09-28T23:58:00.000Z,1044.13,2020-11-18T20:46:00.000Z,2023-09-28T23:56:00.000Z,1044.13,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,,,True,2022-12-13T00:00:00.000Z,1.985,-6.42,-2.6,-8.37,,,,33.56,66.62,0.0,0.0,0.0,,1.0,1.0,,,1.0,
E.ON,EOH2691,NE7,48.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-09T00:00:00.000Z,Owner-Occupied,5.0,AB,4.0,YES,,NO,,YES,,NO,,YES,Potential for bill savings,NO,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2692,ME5,56.0,Working Full time (>30hrs),Professional,"30,001 - 40,000",2020-09-28T00:00:00.000Z,Owner-Occupied,1.0,C2,4.0,Yes,,Yes,,No,,No,,Yes,,No,,Yes,,No,,Yes,Moved into my bungalow 1 1/2 years ago and have old gas boiler that needs replacing.,No,,04/01/2021,Retrofitworks,House,Detached,Suburban,1965-1980,,1.0,0.0,1.0,37.0,3.0,1.0,4.0,2.5,Cavity_No_insulation,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Electric - Warm air,Water,100,0.0,0.0,0.0,No,No,,,,,,,,,,Yes,No,Yes,Yes,ASHP,,,Loft Insulation; Wall insulation,10500.0,968.0,421.37,,,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2693,GU33,63.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-07-31T00:00:00.000Z,Owner-Occupied,10.0,AB,4.0,Yes,,Yes,,Yes,,No,,Yes,,Yes,,Yes,,No,,No,,No,,19/10/2020,,House,,,Pre 1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2694,NE6,66.0,Retired,Pensioner,Prefer not to say,2020-08-11T00:00:00.000Z,Owner-Occupied,23.0,DE,1.0,NO,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,16/09/2020,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2695,DA1,74.0,Working Part time,Manager,"40,001 - 50,000",2021-01-30T00:00:00.000Z,Owner-Occupied,16.0,C1,3.0,Yes,,Yes,,Yes,,No,,Yes,,Yes,,Yes,,No,Have applied for green home grant for solar water,No,,Yes,We already have solar panels and a power storage system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2696,NE3,62.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-11-07T00:00:00.000Z,Owner-Occupied,33.0,C1,2.0,NO,,NO,,YES,,,,YES,Potential for bill savings,NO,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2697,EH4,41.0,Working Full time (>30hrs),Professional,"50,001+",2020-10-24T00:00:00.000Z,Owner-Occupied,6.0,C1,4.0,Yes,,Yes,,No,,No,,No,,No,,Yes,,No,,No,,No,,04/12/2020,Warmworks,House,End-Terrace,Urban,1945-1964,C,2.0,1.0,2.0,114.1,5.0,3.0,5.0,2.39,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,0.0,No,No,,,,,,,,,,Yes,No,Yes,Yes,ASHP,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2698,SL6,41.0,Working Full time (>30hrs),Professional,Prefer not to say,2020-08-13T00:00:00.000Z,Owner-Occupied,8.0,AB,4.0,Yes,,Yes,I would love to have a system that is resilient should the external grid fail,Yes,"Given heat pumps are practically magic (1KWh in =~ 3KWh of heat), Im excited to see what can be done to move away from reliance on gas",No,,Yes,Very much so. Its a great opportunity to do something that I would otherwise not be doing,Yes,"As mentioned before, heat pumps are astonisihing.",Yes,"Having worked with the BBC R&D department, I appreciate the attention to detail and understand the amount of effort that goes into research projects on all sides.",No,,No,,No,,05/02/2021,,Maisonette,Semi-Detached,Suburban,1945-1964,,2.0,0.0,1.0,63.0,4.0,2.0,4.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,90,0.0,0.0,0.0,No,No,,,,,,,,,,No,No,No,No,None - Installation not recommended,Practical_SpaceExternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH2699,ME9,37.0,Working Full time (>30hrs),Professional,"50,001+",2020-12-24T00:00:00.000Z,Owner-Occupied,,C1,4.0,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,To reduce my bills and carbon footprint,22/01/2021,Retrofitworks,House,End-Terrace,Rural,1965-1980,,2.0,0.0,3.0,114.069,7.0,3.0,7.0,2.3,Cavity_No_insulation,Mix,Pitched,Double,No,Electricity,Electric - Storage,,Water,150,0.0,0.0,0.0,No,No,,,6.07,53.21,15244.55,6205.0,1951.26,,,Yes,No,Yes,Yes,ASHP,,,Heat Emitters,10746.15,2000.0,874.37,14.0,,Yes,,,27/01/2021,Dawsetway,ASHP,,Mitsubishi,PUZ-WM85VAA,8.5,R32,,Water_New,250.0,,1.0,0.0,0.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,5602.0,2498.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,False,Less than 1yr data available,ME9,End-Terrace,1965-1980,ASHP,Mitsubishi,PUZ-WM85VAA,8.5,R32,2021-06-23T08:22:00.000Z,2022-03-24T12:12:00.000Z,274.16,2021-07-23T00:00:00.000Z,2022-03-24T12:10:00.000Z,244.51,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,,,True,2021-11-28T00:00:00.000Z,3.618,1.71,3.8,-0.49,20.04,21.06,19.23,32.78,118.62,0.0,0.0,3.69,,1.0,1.0,1.0,,1.0,
E.ON,EOH2700,NE3,67.0,Retired,Pensioner,"40,001 - 50,000",2021-05-17T00:00:00.000Z,Owner-Occupied,0.9,C1,5.0,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,30/06/2021,Energist,House,Detached,Urban,2012 onwards,D,2.0,0.0,1.0,163.0,5.0,3.0,11.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,6.281,38.53,20671.0,3146.0,0.0,50.0,3.65,Yes,No,Yes,Yes,ASHP,,,None Required,14402.94,,1023.0,12.5,3.5,Yes,,,23/07/2021,Energist,HT_ASHP,,Vaillant,VWL 75/6 A 230V S2,7.0,R290,,Water_new,200.0,,1.0,9.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5648.0,1752.34,,2685.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,False,Less than 1yr data available,NE3,Detached,2012 onwards,HT_ASHP,Vaillant,VWL 75/6 A 230V S2,7.0,R290,2021-07-27T12:46:00.000Z,2022-03-31T23:58:00.000Z,247.47,2021-07-28T00:00:00.000Z,2022-03-31T23:56:00.000Z,247.0,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,50.0,3.65,True,2022-01-04T00:00:00.000Z,2.583,-0.99,0.59,-3.3,17.2,19.27,15.34,41.59,107.42,0.0,0.0,0.52,,1.0,1.0,,,1.0,
OVO,EOH2701,RH1,31.0,Working Full time (>30hrs),Professional,"50,001+",2020-09-17T00:00:00.000Z,Owner-Occupied,,AB,4.0,Yes,,Yes,Our boiler and cylinder are relatively old and it would be great if we can replace this with an ASHP rather than continuing to rely on gas which will sooner or later run out and become increasingly expensive.,Yes,,Yes,We just bought the house in December 2019 and am keen to make improvements relatively quickly.,Yes,"The main barrier to going for an ASHP system for us has been the cost, so it would be fantastic to be part of this scheme.",Yes,"My PhD was actually related to GSHP,  which isnt feasible given the size of my garden so I would be really keen on an ASHP instead.",Yes,,Yes,,Yes,,,,19/02/2021,Retrofitworks,House,Semi-Detached,Suburban,Pre 1919,D,2.0,0.0,2.0,126.0,5.0,3.0,5.0,2.8,Solid_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,90,0.0,0.0,0.0,No,No,,,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2702,NE3,51.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-05T00:00:00.000Z,Owner-Occupied,17.0,AB,5.0,YES,,NO,,NO,,,,YES,Potential for bill savings,YES,,NO,,NO,,NO,,NO,,19/11/2020,E.ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_SpaceInternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH2703,NE3,,Prefer not to say,Prefer not to say,Prefer not to say,2020-09-24T00:00:00.000Z,Rented (Social),0.9,DE,1.0,NO,,NO,,YES,opportunity to replace elec storage heaters,NO,,YES,lower bills from elec storage heaters,NO,,NO,,NO,,NO,,NO,,11/01/2021,E.ON,Flat,Flat,Suburban,1967 - 1975,,1.0,0.0,1.0,37.6,2.0,1.0,5.0,2.3,Solid_Insulated,Solid,Pitched,Double,No,Electricity,Electric - Storage,,Water,80,0.0,0.0,0.0,Yes - Borehole,Yes,,,2.463,65.5,6056.0,1910.0,191.0,,,No,Yes,No,No,GSHP,,,None Required,,14707.5,351.09,14.3,,Yes,,,22/10/2021,Groundheat,GSHP,Shared_Groundloop,Vaillant,20260514,3.0,R410A,900.0,Water_new,100.0,,1.0,6.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,11605.06,1702.0,,2130.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,,True,,NE3,Flat,1967 - 1975,GSHP,Vaillant,20260514,3.0,R410A,2021-10-18T13:12:00.000Z,2023-09-29T00:00:00.000Z,710.45,2021-10-18T13:12:00.000Z,2023-09-28T23:58:00.000Z,710.45,2022-09-08T00:00:00.000Z,2023-09-08T00:00:00.000Z,2.0,0.0,3.74,3.164,2.699,911.47,2296.7,163.26,0.0,134.05,,,,,44.84,46.0,40.76,46.35,42.39,61.58,False,0.0,cleaned,0.999,0.999,0.999,,0.999,,204.0,4.124,0.34,4.081,3.284,0.114,3.252,2.774,0.089,2.746,,,False,2022-12-13T00:00:00.000Z,3.19,-5.52,-2.97,-7.94,15.27,17.2,13.72,6.96,21.47,0.72,0.0,0.25,,1.0,1.0,1.0,,1.0,
OVO,EOH2704,HP5,61.0,Retired,Manager,"25,001 - 30,000",2020-07-02T00:00:00.000Z,Owner-Occupied,32.0,DE,4.0,Yes,Ive bought an electric car. I rarely fly and when I do I buy carbon offsets. I use Ovo green electricity. But the Gas Central Heating is a big black mark in my efforts!,Yes,,Yes,"My gas boiler is 17 years old so would probably need to be replaced soon. I really dont want to install another gas boiler, but to convert entirely to electric heat would be very expensive, which would be a problem for me as I am now retired.",No,,Yes,"I would really like a zero carbon heating system, but I am now on a retirement income, so couldnt possibly afford it by myself.",Yes,,Yes,,No,,Yes,My gas boiler is 17 years old so would probably need to be replaced soon. I really dont want to install another gas boiler,No,,03/12/2020,,House,,,1945-1964,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,,,,,,,,,,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH2705,EH54,31.0,Working Full time (>30hrs),Skilled Manual Worker,Prefer not to say,2020-08-19T00:00:00.000Z,Owner-Occupied,2.0,C2,3.0,Yes,,Yes,,No,,Yes,,No,,No,,No,,No,,No,,No,,03/12/2020,Warmworks,House,Detached,Suburban,2001+,C,3.0,0.0,2.0,132.64,6.0,4.0,5.0,2.45,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Medium (131-170l),0.0,0.0,1.0,No,No,,,6.6,62.5,19221.0,4457.0,1365.0,55.0,3.39,Yes,Yes,Yes,Yes,Hybrid,,,,,,1397.0,14.0,3.0,Yes,,,13/05/2021,BRB Electrical Ltd,HT_ASHP,,Vaillant,VWL 75/6 A 230V S2,7.0,R290,0.0,Water_New,200.0,,1.0,,12.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,11215.17,3572.208,1610.23,3246.91,,,,,,,2.0,0.0,,False,Less than 1yr data available,EH54,Detached,2001+,HT_ASHP,Vaillant,VWL 75/6 A 230V S2,7.0,R290,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,3.39,False,,,,,,,,,,,,,,,0.0,0.0,,,,
E.ON,EOH2706,NE6,50.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-07-16T00:00:00.000Z,Owner-Occupied,12.0,AB,5.0,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,27/08/2020,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
